ID,型,お題,属性,心の読み,A側の表記,B側の表記,掛けた対象,完成文章,人間の評価
,多義語型,回るコマ,絶えず回転し続けている,まわる,物体が「回る」,仕事が「回る」,忙しい職場,「回るコマ」とかけて、「忙しい職場」と解く。その心は「どちらも『仕事が回る』でしょう。」,
,多義語型,回るコマ,勢いがなくなると直立を保てず崩れる,たおれる,コマが「倒れる」,会社が「倒れる」,経営不振の企業,「回るコマ」とかけて、「経営不振の企業」と解く。その心は「どちらも『たおれる』でしょう。」,
,フレーズ・慣用句型,回るコマ,回転している間は常に動き続けている,やすむまがない,動き続けて「休む間がない」,多忙で「休む間がない」,働きづめのビジネスパーソン,「回るコマ」とかけて、「働きづめのビジネスパーソン」と解く。その心は「どちらも『休む間がない』でしょう。」,
,フレーズ・慣用句型,回るコマ,紐を引いて回転を始める,いとをひく,実際に「糸を引く」,裏で操作する「糸を引く」,事件の黒幕,「回るコマ」とかけて、「事件の黒幕」と解く。その心は「どちらも『糸を引く』でしょう。」,
,多義語型,走る車,目的地で停止する,とまる,止まる（停止する）,泊まる（宿泊する）,旅行者,走る車とかけて、旅行者と解く。その心は「どちらも『とまる』でしょう。」,
,多義語型,走る車,前へ進んでいく,すすむ,進む（前へ行く）,進む（昇進する）,新入社員,走る車とかけて、新入社員と解く。その心は「どちらも『進む』でしょう。」,
,フレーズ・慣用句型,走る車,他車に優先して道を譲る,みちをゆずる,道を譲る（進路を空ける）,道を譲る（権利や地位を譲る）,世代交代を控えた経営者,走る車とかけて、世代交代を控えた経営者と解く。その心は「どちらも『道を譲る』でしょう。」,
,フレーズ・慣用句型,走る車,運転時に操縦するためのハンドルを持つ,ハンドルをにぎる,ハンドルを握る（運転操作をする）,ハンドルを握る（主導権を握る）,政治家,走る車とかけて、政治家と解く。その心は「どちらも『ハンドルを握る』でしょう。」,
,完全な同音異義語型,走る車,バックして後ろへ進むことがある,こうたい,後退（バックすること）,交代（役割を代わること）,プロ野球のピッチャー,走る車とかけて、プロ野球のピッチャーと解く。その心は「どちらも『こうたい（後退/交代）がある』でしょう。」,
,完全な同音異義語型,走る車,エンジンが動き出す,しどう,始動（動き始めること）,指導（教え導くこと）,新人研修の講師,走る車とかけて、新人研修の講師と解く。その心は「どちらも『しどう（始動/指導）が肝心』でしょう。」,
,完全な同音異義語型,飛ぶ飛行機,空中で到達する高さ,こうど,高度（空中での高さ）,耕土（畑の土）,農家が丹精込めて育てる畑,飛ぶ飛行機とかけて、農家が丹精込めて育てる畑と解く。その心は「どちらも『耕土（高度）』が大切でしょう。」,
,完全な同音異義語型,飛ぶ飛行機,空港から離れること,しゅっぱつ,出発（目的地へ向けて飛び立つこと）,出版（本などを世に出すこと）,新人作家が書き上げた力作,飛ぶ飛行機とかけて、新人作家が書き上げた力作と解く。その心は「どちらも『出版（出発）』を心待ちにするでしょう。」,
,多義語型,飛ぶ飛行機,飛行の計画や経路,コース,コース（飛行経路）,コース（料理の献立）,高級レストランの特別ディナー,飛ぶ飛行機とかけて、高級レストランの特別ディナーと解く。その心は「どちらも『コース』があるでしょう。」,
,多義語型,飛ぶ飛行機,進行方向を変えること,へんこう,変更（飛行ルートや着陸地の変更）,変更（計画や予定の変更）,急な状況変化で計画を練り直すプロジェクトチーム,飛ぶ飛行機とかけて、急な状況変化で計画を練り直すプロジェクトチームと解く。その心は「どちらも『変更』が必要となるでしょう。」,
,フレーズ・慣用句型,飛ぶ飛行機,陸から離れて飛び立つこと,りりくする,離陸する（地面から離れて空へ飛び立つ）,離陸する（比喩的に、物事が本格的に動き出すこと）,長い準備期間を経てようやくスタートする新事業,飛ぶ飛行機とかけて、長い準備期間を経てようやくスタートする新事業と解く。その心は「どちらもこれから『離陸する』ところでしょう。」,
,フレーズ・慣用句型,飛ぶ飛行機,高所を飛び続ける様子,くうをまう,空を舞う（空中で優雅に飛んでいる）,空を舞う（紙吹雪や桜の花びらが空中に舞い上がる）,お祭りのフィナーレを彩る紙吹雪,飛ぶ飛行機とかけて、お祭りのフィナーレを彩る紙吹雪と解く。その心は「どちらも『空を舞う』でしょう。」,
,多義語型,映るテレビ,映像が画面に表示される機能,うつる,映る（映像が画面に出る）,移る（部署や場所が変わる）,転勤する社員,映るテレビとかけて、転勤する社員と解く。その心は「どちらも『うつる』でしょう。」,
,完全な同音異義語型,映るテレビ,電波や信号を受け取る機能,じゅしん,受信（電波などを受け取ること）,受診（診察を受けること）,健康診断に行く人,映るテレビとかけて、健康診断に行く人と解く。その心は「どちらも『じゅしん』でしょう。」,
,フレーズ・慣用句型,映るテレビ,ニュースや情報が展開される様子,ながれる,ニュースが流れる（情報が放送される）,川が流れる（水が移動する）,清流,映るテレビとかけて、清流と解く。その心は「どちらも『ながれる』でしょう。」,
,多義語型,映るテレビ,見たい番組を選ぶ行為,あわせる,チャンネルを合わせる（番組を選択する）,力を合わせる（協力する）,協力して仕事をするチーム,映るテレビとかけて、協力して仕事をするチームと解く。その心は「どちらも『あわせる』でしょう。」,
,完全な同音異義語型,映るテレビ,番組の内容を説明する機能,かいせつ,解説（内容を説明すること）,開設（施設などを新しく作ること）,新しいお店をオープンする人,映るテレビとかけて、新しいお店をオープンする人と解く。その心は「どちらも『かいせつ』でしょう。」,
,フレーズ・慣用句型,映るテレビ,情報やメッセージを届ける機能,じょうほうをつたえる,情報を伝える（ニュースを届ける）,伝統を伝える（文化を継承する）,伝統工芸の職人,映るテレビとかけて、伝統工芸の職人と解く。その心は「どちらも『情報を伝える』でしょう。」,
