象限,対象国,類型,事象・噂の名称,実践内容・信じられている内容,社会的機能,心理的効果,[事実確認]学術的背景・反証,事例1：状況,事例1：表現,事例1：分析,事例2：状況,事例2：表現,事例2：分析,事例3：状況,事例3：表現,事例3：分析
第3象限,モザンビーク,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
第3象限,ザンビア,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
第3象限,マラウイ,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
第4象限,マダガスカル,【事実】,Hainteny（ハインテニ：伝統的な詩的問答）,比喩、ことわざ、自然の情景を用いた伝統的な詩的問答。恋愛や対立などを主題とし、言葉遊びの要素が極めて強い。,対立や感情の知的な昇華。言葉の巧みさを競い合うことによる娯楽の提供。,緊張の緩和。高度な言葉遊びを通じた美的な満足感と知的快感。,マダガスカルの特にメリナ族の間で発達した口承文学で、19世紀から文書化され、言語芸術・遊戯的機能を持つものとして学術的に確認されている。,男女の求愛のやり取り,"Izaho no vary, ianao no rano: Tsy mifandao an-tsaha, Tsy misaraka an-tan?na.（私は米、あなたは水。田んぼでも離れず、村でも別れない）",日常に欠かせない米と水の不可分な関係を男女の愛に見立てており、言葉の美しさで相手を惹きつける娯楽性がある。,関係の修復や仲直りの場面,Aza atao fihavanam-bato... ataovy fihavanam-by raha tapaka azo atohy.（石のような関係ではなく、鉄のような関係であれ。折れても再び繋げるから）,直接的な謝罪や感情のぶつけ合いを避け、知的な比喩表現を用いることで、対立を芸術的に昇華させている。,相手の愛情を試す、あるいは別れの予感を示す場面,"Raha tia ahy kely ianao, izaho dia tatamo... Raha tsy tia ahy ianao, izaho dia vorona...（少しでも愛してくれるなら私は睡蓮に、愛してくれないなら飛び去る鳥になる）",関係の不確実性を美しい自然の情景に仮託し、相手の出方を伺う高度な言葉遊びとして機能している。
第4象限,モーリシャス,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
第4象限,モザンビーク,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
第4象限,ザンビア,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
第4象限,マラウイ,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA,NO_DATA
第1象限,ジンバブエ,【事実】,Mutupo（トーテム）を用いた挨拶と称賛,特定の動物や部位に由来するトーテム（Mutupo）を用いて相手を呼び、敬意を示す言語実践。,部族・氏族のアイデンティティ維持と、年長者への敬意の可視化。,帰属意識と社会的ポジションの確認による安心感。,[事実確認]ショナ人の間で広く実践されている伝統的慣習であり、文化人類学的にも多数の記録がある。,日常的な挨拶や感謝を伝える場面,"「Maita, Shumba」（ありがとう、ライオン）",個人の名前ではなく氏族のシンボルで呼ぶことで、祖先を含めた深い敬意を示す。,特定の氏族の者をより丁寧に称賛する場面,"「Maita, Soko, Mukanya」（ありがとう、猿、誇り高く歩く者よ）",トーテムに付随する称賛名（Chidao）を付け加えることで、より公式な敬意を表す。,公式な儀式や深い感謝を示す場面,"「Maita, Nhari, mwana waZvimba」（ありがとう、Nhari、Zvimbaの子よ）などの一節を唱える",氏族の祖先の歴史を引く詩的な言葉（Nhetembo）を唱えることで、共同体の絆を再確認する。
第2象限,ジンバブエ,,NO_DATA,,,,,,,,,,,,,
第3象限,ジンバブエ,,NO_DATA,,,,,,,,,,,,,
第4象限,ジンバブエ,,NO_DATA,,,,,,,,,,,,,
第1象限,ナミビア,,NO_DATA,,,,,,,,,,,,,
第2象限,ナミビア,,NO_DATA,,,,,,,,,,,,,
第3象限,ナミビア,,NO_DATA,,,,,,,,,,,,,
第4象限,ナミビア,,NO_DATA,,,,,,,,,,,,,
第1象限,ボツワナ,,NO_DATA,,,,,,,,,,,,,
第2象限,ボツワナ,,NO_DATA,,,,,,,,,,,,,
第3象限,ボツワナ,,NO_DATA,,,,,,,,,,,,,
第4象限,ボツワナ,,NO_DATA,,,,,,,,,,,,,
第1象限,南アフリカ,【事実】,Hlonipha（ウクフロニパ）,既婚女性が夫の親族（特に義父）の名前の音節を含む単語を避け、別の語に言い換える言語的忌避。,家族内の権力構造と強い敬意の維持。,畏敬の念の維持、帰属意識と従属の確認。,[事実確認]ングニ系社会（ズールーやコサなど）における伝統的な言語規範。人類学・言語学の文献で広く記録されている。,義父の名前が「Zondi」（憎悪などに関連する語根）に似た音素を含む場合,「amanzi（水）」を避け、「amadambi」などの代替語を使用する,特定の音素を避けることで、名前という人格の核心に対する不可侵性を示す。,義父の名前が「Langa（太陽）」に関連する場合,太陽を指すために「ilanga」を避け、「isibane（ランプ・光）」などの代替語を用いる,自然現象の呼称すらも個人の尊厳のために制限され、強力な社会的制約として機能する。,日常的な動作を示す基本的な動詞を使用する場面,「ukuhamba（行く）」という語を避け、「ukushamuka」などの代替語を使用する,日常語の語彙置換が、親族関係のヒエラルキーと服従の規範を常に意識させる。
第2象限,南アフリカ,【事実】,Tsotsitaal（ツォツィタール）,南アフリカのタウンシップで話される、アフリカーンス語や複数のバンツー語が混ざったクレオール的隠語。,若者や都市生活者の連帯感の形成、および部外者からの情報秘匿。,仲間内の強い結びつきと、体制への反骨精神によるアイデンティティの高揚。,[事実確認]アパルトヘイト時代にソフィアタウンなどで形成され、現在も進化を続ける都市言語として社会言語学で広く研究されている。,仲間との親しい挨拶の場面,"「Hola, majita」（やあ、兄弟たち）",標準語を意図的に避け、ストリートの連帯感と「身内」であることを確認する。,金銭に関する話をする場面,「Zaka」や「Chankura」（お金）といった固有の隠語を使用する,隠語を用いることで、警察や部外者に経済的なやり取りや意図を悟られないようにする。,自分の家や隠れ家について話す場面,「Dladla」（家・場所）などの隠語を使用する,生活の拠点を指す言葉を置き換えることで、コミュニティ外からの監視を防ぐ防衛機能を持たせる。
第3象限,南アフリカ,【事実】,Dubul' ibhunu（キル・ザ・ボーア）の解釈論争,アパルトヘイト闘争歌の歌詞が、文字通りの白人農場主への暴力扇動か、反体制の歴史的メタファーかという論争。,歴史的抑圧への抗議、または特定集団への分断・敵意の扇動。,過去の闘争の記憶の喚起、または対象となる集団への恐怖や怒りの誘発。,[事実確認]ヘイトスピーチにあたるか否かで南アフリカの平等裁判所などで実際に法廷闘争が行われ、政治的分断の象徴的言語となっている。,左派政党の政治集会での熱狂の創出,「Dubul' ibhunu」（農場主/ボーア人を撃て）と群衆で合唱する,歌唱者は体制打倒の歴史的象徴だと主張するが、直接的な言葉として社会を分断する効果を持つ。,右派・少数派権利グループによる反発と抗議,「It incites white genocide」（これは白人ジェノサイドの扇動である）という非難の言説,文字通りの意味を強調し、少数派の恐怖を喚起することで被害者意識と分断を形成する。,法廷や公的な場での意味の再定義・弁明,「It is a metaphor for the system of oppression」（抑圧的システムに対するメタファーである）と弁明する,法的制裁を避けるため後付けで言語の象徴性が議論され、言葉の「本当の意味」自体が政治闘争の舞台となる。
第4象限,南アフリカ,【事実】,EskomとLoad Sheddingに関する風刺的バクロニム・造語,国営電力会社（Eskom）の計画停電（Load shedding）に対する不満を、ユーモアや皮肉な言葉遊びに変換する現象。,インフラ崩壊に対する国民的ストレスのガス抜きと、政府批判。,絶望的な状況を笑いに変えることでの心理的防衛、運命共同体としての連帯感。,[事実確認]深刻な電力危機の中、SNSや日常会話で実際に広く使われている。権威へのアイロニーとしてメディアでも取り上げられる。,突然の停電が発生し、生活インフラがストップした時,Eskomを「Eskommunication」（Eskomによる破門・断絶）と呼ぶ,インフラから切り離される状況を、宗教的な破門（Excommunication）の重さに掛けて皮肉っている。,政治家の無能さや国営企業の腐敗を嘆く時,与党ANCを「African National Corruption」と揶揄する,既存のアクロニムを皮肉なバクロニムに変換し、絶望的な政治不信をユーモアの形で発散する。,停電スケジュールを確認するためのアプリを使用する時,アプリ名「EskomSePush」（アフリカーンス語の卑語「Jou ma se poes」のもじり）を使う,国民的ストレスの元凶である電力会社に対する怒りを、強烈な言葉遊びによるユーモアへと昇華させている。
